gid,District Name,Facility Name,TotalTest,Manual Test,Automated Test,Total Asset,FAA,CC,SAA,Interface FAA,Interface CC,Interface SAA
20,Virudhunagar,Mudukkankulam,675,675,0,1,0,0,1,0,0,1
20,Virudhunagar,Mustakurichi,872,872,0,1,0,0,1,0,0,1
20,Virudhunagar,Nadusurankudi,273,273,0,1,0,0,1,0,0,1
20,Virudhunagar,Nalli,22,22,0,1,0,0,1,0,0,1
20,Virudhunagar,Narikudi,2848,2848,0,2,0,1,1,0,1,1
20,Virudhunagar,Nathampatti,59,58,1,1,0,0,1,0,0,1
20,Virudhunagar,Nenmeni,655,595,60,1,0,0,1,0,0,1
20,Virudhunagar,Pandalkudi,2347,2347,0,2,0,1,1,0,1,1
20,Virudhunagar,R.Reddiyapatti,810,788,22,2,0,1,1,0,1,1
20,Virudhunagar,Sevalpatti,104,104,0,1,0,0,1,0,0,1
20,Virudhunagar,Thayilpatti,644,643,1,2,0,1,1,0,0,1
20,Virudhunagar,Uppathur,525,525,0,2,0,1,1,0,1,1
20,Virudhunagar,Veeracholan,1912,1910,2,2,0,1,1,0,1,1
20,Virudhunagar,Virudhunagar-DHQ,1,1,0,0,0,0,0,0,0,0
20,Virudhunagar,W.Pudupatti,243,243,0,1,0,0,1,0,0,1
20,Virudhunagar,Zamin Kollankondan,3797,3797,0,2,0,1,1,0,1,1
